year,month,month_num,epi_week,district,cases,deaths
2017,May,5,18,Multan,2,0
2017,May,5,19,Multan,2,0
2017,May,5,20,Multan,2,0
2017,May,5,21,Multan,2,0
2017,May,5,18,Sheikhupura,2,0
2017,May,5,19,Sheikhupura,2,0
2017,May,5,20,Sheikhupura,2,0
2017,May,5,21,Sheikhupura,2,0
2017,May,5,18,Kasur,2,0
2017,May,5,19,Kasur,2,0
2017,May,5,20,Kasur,2,0
2017,May,5,21,Kasur,1,0
2017,May,5,18,Sialkot,2,0
2017,May,5,19,Sialkot,2,0
2017,May,5,20,Sialkot,2,0
2017,May,5,21,Sialkot,1,0
2017,May,5,18,Sargodha,1,0
2017,May,5,19,Sargodha,2,0
2017,May,5,20,Sargodha,2,0
2017,May,5,21,Sargodha,1,0
2017,May,5,18,Bahawalpur,1,0
2017,May,5,19,Bahawalpur,2,0
2017,May,5,20,Bahawalpur,2,0
2017,May,5,21,Bahawalpur,1,0
2017,May,5,18,Jhang,1,0
2017,May,5,19,Jhang,2,0
2017,May,5,20,Jhang,2,0
2017,May,5,21,Jhang,1,0
2017,May,5,18,Gujrat,1,0
2017,May,5,19,Gujrat,2,0
2017,May,5,20,Gujrat,2,0
2017,May,5,21,Gujrat,1,0
2017,May,5,18,Rahim Yar Khan,2,0
2017,May,5,19,Rahim Yar Khan,2,0
2017,May,5,20,Rahim Yar Khan,2,0
2017,May,5,21,Rahim Yar Khan,1,0
2017,May,5,18,Sahiwal,1,0
2017,May,5,19,Sahiwal,2,0
2017,May,5,20,Sahiwal,1,0
2017,May,5,21,Sahiwal,1,0
2017,May,5,18,Okara,1,0
2017,May,5,19,Okara,2,0
2017,May,5,20,Okara,1,0
2017,May,5,21,Okara,1,0
2017,May,5,18,Narowal,1,0
2017,May,5,19,Narowal,2,0
2017,May,5,20,Narowal,1,0
2017,May,5,21,Narowal,1,0
2017,May,5,18,Hafizabad,1,0
2017,May,5,19,Hafizabad,1,0
2017,May,5,20,Hafizabad,1,0
2017,May,5,21,Hafizabad,1,0
2017,May,5,18,Mandi Bahauddin,1,0
2017,May,5,19,Mandi Bahauddin,1,0
2017,May,5,20,Mandi Bahauddin,1,0
2017,May,5,21,Mandi Bahauddin,1,0
2017,May,5,18,Pakpattan,1,0
2017,May,5,19,Pakpattan,1,0
2017,May,5,20,Pakpattan,1,0
2017,May,5,21,Pakpattan,1,0
2017,May,5,18,Chiniot,1,0
2017,May,5,19,Chiniot,1,0
2017,May,5,20,Chiniot,1,0
2017,May,5,21,Chiniot,1,0
2017,May,5,18,Khushab,1,0
2017,May,5,19,Khushab,1,0
2017,May,5,20,Khushab,1,0
2017,May,5,21,Khushab,0,0
2017,May,5,18,Bhakkar,1,0
2017,May,5,19,Bhakkar,1,0
2017,May,5,20,Bhakkar,1,0
2017,May,5,21,Bhakkar,0,0
2017,May,5,18,Layyah,1,0
2017,May,5,19,Layyah,1,0
2017,May,5,20,Layyah,1,0
2017,May,5,21,Layyah,1,0
2017,May,5,18,Muzaffargarh,2,0
2017,May,5,19,Muzaffargarh,2,0
2017,May,5,20,Muzaffargarh,2,0
2017,May,5,21,Muzaffargarh,1,0
2017,May,5,18,Lodhran,1,0
2017,May,5,19,Lodhran,1,0
2017,May,5,20,Lodhran,1,0
2017,May,5,21,Lodhran,1,0
2017,May,5,18,Vehari,1,0
2017,May,5,19,Vehari,2,0
2017,May,5,20,Vehari,1,0
2017,May,5,21,Vehari,1,0
2017,May,5,18,Khanewal,1,0
2017,May,5,19,Khanewal,2,0
2017,May,5,20,Khanewal,1,0
2017,May,5,21,Khanewal,1,0
2017,May,5,18,Toba Tek Singh,1,0
2017,May,5,19,Toba Tek Singh,2,0
2017,May,5,20,Toba Tek Singh,1,0
2017,May,5,21,Toba Tek Singh,1,0
2017,May,5,18,Nankana Sahib,1,0
2017,May,5,19,Nankana Sahib,2,0
2017,May,5,20,Nankana Sahib,1,0
2017,May,5,21,Nankana Sahib,1,0
2017,May,5,18,Attock,1,0
2017,May,5,19,Attock,1,0
2017,May,5,20,Attock,1,0
2017,May,5,21,Attock,1,0
2017,May,5,18,Chakwal,1,0
2017,May,5,19,Chakwal,1,0
2017,May,5,20,Chakwal,1,0
2017,May,5,21,Chakwal,0,0
2017,May,5,18,Jhelum,1,0
2017,May,5,19,Jhelum,1,0
2017,May,5,20,Jhelum,1,0
2017,May,5,21,Jhelum,1,0
2017,May,5,18,Mianwali,1,0
2017,May,5,19,Mianwali,1,0
2017,May,5,20,Mianwali,1,0
2017,May,5,21,Mianwali,1,0
2017,May,5,18,D.G. Khan,1,0
2017,May,5,19,D.G. Khan,2,0
2017,May,5,20,D.G. Khan,2,0
2017,May,5,21,D.G. Khan,1,0
2017,May,5,18,Rajanpur,1,0
2017,May,5,19,Rajanpur,2,0
2017,May,5,20,Rajanpur,1,0
2017,May,5,21,Rajanpur,1,0
2017,May,5,18,Bahawalnagar,1,0
2017,May,5,19,Bahawalnagar,2,0
2017,May,5,20,Bahawalnagar,1,0
2017,May,5,21,Bahawalnagar,1,0
2017,June,6,22,Lahore,5,0
2017,June,6,23,Lahore,6,0
2017,June,6,24,Lahore,6,0
2017,June,6,25,Lahore,5,0
2017,June,6,22,Faisalabad,3,0
2017,June,6,23,Faisalabad,5,0
2017,June,6,24,Faisalabad,5,0
2017,June,6,25,Faisalabad,3,0
2017,June,6,22,Rawalpindi,3,0
2017,June,6,23,Rawalpindi,4,0
2017,June,6,24,Rawalpindi,3,0
2017,June,6,25,Rawalpindi,3,0
2017,June,6,22,Gujranwala,3,0
2017,June,6,23,Gujranwala,4,0
2017,June,6,24,Gujranwala,3,0
2017,June,6,25,Gujranwala,3,0
2017,June,6,22,Multan,3,0
2017,June,6,23,Multan,3,0
2017,June,6,24,Multan,3,0
2017,June,6,25,Multan,2,0
2017,June,6,22,Sheikhupura,3,0
2017,June,6,23,Sheikhupura,3,0
2017,June,6,24,Sheikhupura,3,0
2017,June,6,25,Sheikhupura,2,0
2017,June,6,22,Kasur,2,0
2017,June,6,23,Kasur,3,0
2017,June,6,24,Kasur,3,0
2017,June,6,25,Kasur,2,0
2017,June,6,22,Sialkot,2,0
2017,June,6,23,Sialkot,3,0
2017,June,6,24,Sialkot,3,0
2017,June,6,25,Sialkot,2,0
2017,June,6,22,Sargodha,2,0
2017,June,6,23,Sargodha,3,0
2017,June,6,24,Sargodha,2,0
2017,June,6,25,Sargodha,2,0
2017,June,6,22,Bahawalpur,2,0
2017,June,6,23,Bahawalpur,2,0
2017,June,6,24,Bahawalpur,2,0
2017,June,6,25,Bahawalpur,2,0
2017,June,6,22,Jhang,2,0
2017,June,6,23,Jhang,3,0
2017,June,6,24,Jhang,2,0
2017,June,6,25,Jhang,2,0
2017,June,6,22,Gujrat,2,0
2017,June,6,23,Gujrat,2,0
2017,June,6,24,Gujrat,2,0
2017,June,6,25,Gujrat,2,0
2017,June,6,22,Rahim Yar Khan,2,0
2017,June,6,23,Rahim Yar Khan,3,0
2017,June,6,24,Rahim Yar Khan,3,0
2017,June,6,25,Rahim Yar Khan,2,0
2017,June,6,22,Sahiwal,2,0
2017,June,6,23,Sahiwal,2,0
2017,June,6,24,Sahiwal,2,0
2017,June,6,25,Sahiwal,1,0
2017,June,6,22,Okara,2,0
2017,June,6,23,Okara,2,0
2017,June,6,24,Okara,2,0
2017,June,6,25,Okara,1,0
2017,June,6,22,Narowal,1,0
2017,June,6,23,Narowal,2,0
2017,June,6,24,Narowal,2,0
2017,June,6,25,Narowal,1,0
2017,June,6,22,Hafizabad,1,0
2017,June,6,23,Hafizabad,2,0
2017,June,6,24,Hafizabad,2,0
2017,June,6,25,Hafizabad,1,0
2017,June,6,22,Mandi Bahauddin,1,0
2017,June,6,23,Mandi Bahauddin,2,0
2017,June,6,24,Mandi Bahauddin,2,0
2017,June,6,25,Mandi Bahauddin,1,0
2017,June,6,22,Pakpattan,1,0
2017,June,6,23,Pakpattan,2,0
2017,June,6,24,Pakpattan,1,0
2017,June,6,25,Pakpattan,1,0
2017,June,6,22,Chiniot,1,0
2017,June,6,23,Chiniot,2,0
2017,June,6,24,Chiniot,2,0
2017,June,6,25,Chiniot,1,0
2017,June,6,22,Khushab,1,0
2017,June,6,23,Khushab,1,0
2017,June,6,24,Khushab,1,0
2017,June,6,25,Khushab,1,0
2017,June,6,22,Bhakkar,1,0
2017,June,6,23,Bhakkar,2,0
2017,June,6,24,Bhakkar,1,0
2017,June,6,25,Bhakkar,1,0
2017,June,6,22,Layyah,1,0
2017,June,6,23,Layyah,2,0
2017,June,6,24,Layyah,1,0
2017,June,6,25,Layyah,1,0
2017,June,6,22,Muzaffargarh,2,0
2017,June,6,23,Muzaffargarh,3,0
2017,June,6,24,Muzaffargarh,3,0
2017,June,6,25,Muzaffargarh,2,0
2017,June,6,22,Lodhran,1,0
2017,June,6,23,Lodhran,2,0
2017,June,6,24,Lodhran,1,0
2017,June,6,25,Lodhran,1,0
2017,June,6,22,Vehari,2,0
2017,June,6,23,Vehari,2,0
2017,June,6,24,Vehari,2,0
2017,June,6,25,Vehari,1,0
2017,June,6,22,Khanewal,2,0
2017,June,6,23,Khanewal,2,0
2017,June,6,24,Khanewal,2,0
2017,June,6,25,Khanewal,1,0
2017,June,6,22,Toba Tek Singh,2,0
2017,June,6,23,Toba Tek Singh,2,0
2017,June,6,24,Toba Tek Singh,2,0
2017,June,6,25,Toba Tek Singh,1,0
2017,June,6,22,Nankana Sahib,2,0
2017,June,6,23,Nankana Sahib,2,0
2017,June,6,24,Nankana Sahib,2,0
2017,June,6,25,Nankana Sahib,1,0
2017,June,6,22,Attock,1,0
2017,June,6,23,Attock,2,0
2017,June,6,24,Attock,2,0
2017,June,6,25,Attock,1,0
2017,June,6,22,Chakwal,1,0
2017,June,6,23,Chakwal,1,0
2017,June,6,24,Chakwal,1,0
2017,June,6,25,Chakwal,1,0
2017,June,6,22,Jhelum,1,0
2017,June,6,23,Jhelum,2,0
2017,June,6,24,Jhelum,1,0
2017,June,6,25,Jhelum,1,0
2017,June,6,22,Mianwali,1,0
2017,June,6,23,Mianwali,2,0
2017,June,6,24,Mianwali,1,0
2017,June,6,25,Mianwali,1,0
2017,June,6,22,D.G. Khan,2,0
2017,June,6,23,D.G. Khan,2,0
2017,June,6,24,D.G. Khan,2,0
2017,June,6,25,D.G. Khan,2,0
2017,June,6,22,Rajanpur,1,0
2017,June,6,23,Rajanpur,2,0
2017,June,6,24,Rajanpur,2,0
2017,June,6,25,Rajanpur,1,0
2017,June,6,22,Bahawalnagar,2,0
2017,June,6,23,Bahawalnagar,2,0
2017,June,6,24,Bahawalnagar,2,0
2017,June,6,25,Bahawalnagar,1,0
2017,July,7,27,Lahore,9,0
2017,July,7,28,Lahore,25,0
2017,July,7,29,Lahore,26,0
2017,July,7,30,Lahore,10,0
2017,July,7,27,Faisalabad,8,0
2017,July,7,28,Faisalabad,19,0
2017,July,7,29,Faisalabad,19,0
2017,July,7,30,Faisalabad,5,0
2017,July,7,27,Rawalpindi,6,0
2017,July,7,28,Rawalpindi,14,0
2017,July,7,29,Rawalpindi,15,0
2017,July,7,30,Rawalpindi,5,0
2017,July,7,27,Gujranwala,6,0
2017,July,7,28,Gujranwala,15,0
2017,July,7,29,Gujranwala,14,0
2017,July,7,30,Gujranwala,5,0
2017,July,7,27,Multan,5,0
2017,July,7,28,Multan,12,0
2017,July,7,29,Multan,13,0
2017,July,7,30,Multan,6,0
2017,July,7,27,Sheikhupura,6,0
2017,July,7,28,Sheikhupura,11,0
2017,July,7,29,Sheikhupura,12,0
2017,July,7,30,Sheikhupura,5,0
2017,July,7,27,Kasur,4,0
2017,July,7,28,Kasur,12,0
2017,July,7,29,Kasur,11,0
2017,July,7,30,Kasur,5,0
2017,July,7,27,Sialkot,4,0
2017,July,7,28,Sialkot,12,0
2017,July,7,29,Sialkot,12,0
2017,July,7,30,Sialkot,4,0
2017,July,7,27,Sargodha,5,0
2017,July,7,28,Sargodha,9,0
2017,July,7,29,Sargodha,9,0
2017,July,7,30,Sargodha,4,0
2017,July,7,27,Bahawalpur,4,0
2017,July,7,28,Bahawalpur,10,0
2017,July,7,29,Bahawalpur,9,0
2017,July,7,30,Bahawalpur,3,0
2017,July,7,27,Jhang,5,0
2017,July,7,28,Jhang,10,0
2017,July,7,29,Jhang,9,0
2017,July,7,30,Jhang,4,0
2017,July,7,27,Gujrat,3,0
2017,July,7,28,Gujrat,9,0
2017,July,7,29,Gujrat,9,0
2017,July,7,30,Gujrat,4,0
2017,July,7,27,Rahim Yar Khan,5,0
2017,July,7,28,Rahim Yar Khan,10,0
2017,July,7,29,Rahim Yar Khan,11,0
2017,July,7,30,Rahim Yar Khan,4,0
2017,July,7,27,Sahiwal,3,0
2017,July,7,28,Sahiwal,8,0
2017,July,7,29,Sahiwal,7,0
2017,July,7,30,Sahiwal,3,0
2017,July,7,27,Okara,3,0
2017,July,7,28,Okara,9,0
2017,July,7,29,Okara,8,0
2017,July,7,30,Okara,3,0
2017,July,7,27,Narowal,3,0
2017,July,7,28,Narowal,7,0
2017,July,7,29,Narowal,7,0
2017,July,7,30,Narowal,3,0
2017,July,7,27,Hafizabad,3,0
2017,July,7,28,Hafizabad,7,0
2017,July,7,29,Hafizabad,6,0
2017,July,7,30,Hafizabad,3,0
2017,July,7,27,Mandi Bahauddin,3,0
2017,July,7,28,Mandi Bahauddin,7,0
2017,July,7,29,Mandi Bahauddin,6,0
2017,July,7,30,Mandi Bahauddin,2,0
2017,July,7,27,Pakpattan,3,0
2017,July,7,28,Pakpattan,6,0
2017,July,7,29,Pakpattan,5,0
2017,July,7,30,Pakpattan,2,0
2017,July,7,27,Chiniot,3,0
2017,July,7,28,Chiniot,6,0
2017,July,7,29,Chiniot,7,0
2017,July,7,30,Chiniot,3,0
2017,July,7,27,Khushab,2,0
2017,July,7,28,Khushab,5,0
2017,July,7,29,Khushab,5,0
2017,July,7,30,Khushab,2,0
2017,July,7,27,Bhakkar,2,0
2017,July,7,28,Bhakkar,5,0
2017,July,7,29,Bhakkar,5,0
2017,July,7,30,Bhakkar,3,0
2017,July,7,27,Layyah,3,0
2017,July,7,28,Layyah,5,0
2017,July,7,29,Layyah,5,0
2017,July,7,30,Layyah,3,0
2017,July,7,27,Muzaffargarh,4,0
2017,July,7,28,Muzaffargarh,10,0
2017,July,7,29,Muzaffargarh,11,0
2017,July,7,30,Muzaffargarh,5,0
2017,July,7,27,Lodhran,2,0
2017,July,7,28,Lodhran,6,0
2017,July,7,29,Lodhran,6,0
2017,July,7,30,Lodhran,3,0
2017,July,7,27,Vehari,4,0
2017,July,7,28,Vehari,8,0
2017,July,7,29,Vehari,8,0
2017,July,7,30,Vehari,3,0
2017,July,7,27,Khanewal,3,0
2017,July,7,28,Khanewal,8,0
2017,July,7,29,Khanewal,8,0
2017,July,7,30,Khanewal,4,0
2017,July,7,27,Toba Tek Singh,4,0
2017,July,7,28,Toba Tek Singh,8,0
2017,July,7,29,Toba Tek Singh,7,0
2017,July,7,30,Toba Tek Singh,3,0
2017,July,7,27,Nankana Sahib,3,0
2017,July,7,28,Nankana Sahib,7,0
2017,July,7,29,Nankana Sahib,7,0
2017,July,7,30,Nankana Sahib,4,0
2017,July,7,27,Attock,2,0
2017,July,7,28,Attock,6,0
2017,July,7,29,Attock,7,0
2017,July,7,30,Attock,3,0
2017,July,7,27,Chakwal,2,0
2017,July,7,28,Chakwal,5,0
2017,July,7,29,Chakwal,4,0
2017,July,7,30,Chakwal,2,0
2017,July,7,27,Jhelum,3,0
2017,July,7,28,Jhelum,6,0
2017,July,7,29,Jhelum,5,0
2017,July,7,30,Jhelum,2,0
2017,July,7,27,Mianwali,2,0
2017,July,7,28,Mianwali,6,0
2017,July,7,29,Mianwali,5,0
2017,July,7,30,Mianwali,3,0
2017,July,7,27,D.G. Khan,3,0
2017,July,7,28,D.G. Khan,9,0
2017,July,7,29,D.G. Khan,9,0
2017,July,7,30,D.G. Khan,3,0
2017,July,7,27,Rajanpur,3,0
2017,July,7,28,Rajanpur,7,0
2017,July,7,29,Rajanpur,7,0
2017,July,7,30,Rajanpur,3,0
2017,July,7,27,Bahawalnagar,3,0
2017,July,7,28,Bahawalnagar,8,0
2017,July,7,29,Bahawalnagar,7,0
2017,July,7,30,Bahawalnagar,3,0
2017,August,8,31,Lahore,15,0
2017,August,8,32,Lahore,38,0
2017,August,8,33,Lahore,39,1
2017,August,8,34,Lahore,15,0
2017,August,8,31,Faisalabad,12,0
2017,August,8,32,Faisalabad,27,0
2017,August,8,33,Faisalabad,27,1
2017,August,8,34,Faisalabad,12,0
2017,August,8,31,Rawalpindi,9,0
2017,August,8,32,Rawalpindi,22,0
2017,August,8,33,Rawalpindi,20,0
2017,August,8,34,Rawalpindi,10,0
2017,August,8,31,Gujranwala,7,0
2017,August,8,32,Gujranwala,23,0
2017,August,8,33,Gujranwala,22,0
2017,August,8,34,Gujranwala,9,0
2017,August,8,31,Multan,7,0
2017,August,8,32,Multan,17,0
2017,August,8,33,Multan,19,0
2017,August,8,34,Multan,11,0
2017,August,8,31,Sheikhupura,7,0
2017,August,8,32,Sheikhupura,19,0
2017,August,8,33,Sheikhupura,18,0
2017,August,8,34,Sheikhupura,7,0
2017,August,8,31,Kasur,8,0
2017,August,8,32,Kasur,15,0
2017,August,8,33,Kasur,17,0
2017,August,8,34,Kasur,8,0
2017,August,8,31,Sialkot,7,0
2017,August,8,32,Sialkot,16,0
2017,August,8,33,Sialkot,18,0
2017,August,8,34,Sialkot,8,0
2017,August,8,31,Sargodha,6,0
2017,August,8,32,Sargodha,14,0
2017,August,8,33,Sargodha,15,0
2017,August,8,34,Sargodha,7,0
2017,August,8,31,Bahawalpur,7,0
2017,August,8,32,Bahawalpur,13,0
2017,August,8,33,Bahawalpur,15,0
2017,August,8,34,Bahawalpur,4,0
2017,August,8,31,Jhang,7,0
2017,August,8,32,Jhang,15,0
2017,August,8,33,Jhang,15,0
2017,August,8,34,Jhang,6,0
2017,August,8,31,Gujrat,5,0
2017,August,8,32,Gujrat,13,0
2017,August,8,33,Gujrat,14,0
2017,August,8,34,Gujrat,6,0
2017,August,8,31,Rahim Yar Khan,6,0
2017,August,8,32,Rahim Yar Khan,17,0
2017,August,8,33,Rahim Yar Khan,16,0
2017,August,8,34,Rahim Yar Khan,7,0
2017,August,8,31,Sahiwal,4,0
2017,August,8,32,Sahiwal,12,0
2017,August,8,33,Sahiwal,12,0
2017,August,8,34,Sahiwal,4,0
2017,August,8,31,Okara,6,0
2017,August,8,32,Okara,12,0
2017,August,8,33,Okara,12,0
2017,August,8,34,Okara,5,0
2017,August,8,31,Narowal,4,0
2017,August,8,32,Narowal,10,0
2017,August,8,33,Narowal,11,0
2017,August,8,34,Narowal,6,0
2017,August,8,31,Hafizabad,4,0
2017,August,8,32,Hafizabad,11,0
2017,August,8,33,Hafizabad,10,0
2017,August,8,34,Hafizabad,4,0
2017,August,8,31,Mandi Bahauddin,4,0
2017,August,8,32,Mandi Bahauddin,10,0
2017,August,8,33,Mandi Bahauddin,10,0
2017,August,8,34,Mandi Bahauddin,4,0
2017,August,8,31,Pakpattan,4,0
2017,August,8,32,Pakpattan,9,0
2017,August,8,33,Pakpattan,9,0
2017,August,8,34,Pakpattan,3,0
2017,August,8,31,Chiniot,4,0
2017,August,8,32,Chiniot,9,0
2017,August,8,33,Chiniot,11,0
2017,August,8,34,Chiniot,5,0
2017,August,8,31,Khushab,3,0
2017,August,8,32,Khushab,8,0
2017,August,8,33,Khushab,8,0
2017,August,8,34,Khushab,3,0
2017,August,8,31,Bhakkar,3,0
2017,August,8,32,Bhakkar,7,0
2017,August,8,33,Bhakkar,9,0
2017,August,8,34,Bhakkar,4,0
2017,August,8,31,Layyah,4,0
2017,August,8,32,Layyah,9,0
2017,August,8,33,Layyah,8,0
2017,August,8,34,Layyah,4,0
2017,August,8,31,Muzaffargarh,5,0
2017,August,8,32,Muzaffargarh,17,0
2017,August,8,33,Muzaffargarh,17,0
2017,August,8,34,Muzaffargarh,7,0
2017,August,8,31,Lodhran,4,0
2017,August,8,32,Lodhran,9,0
2017,August,8,33,Lodhran,9,0
2017,August,8,34,Lodhran,4,0
2017,August,8,31,Vehari,6,0
2017,August,8,32,Vehari,11,0
2017,August,8,33,Vehari,12,0
2017,August,8,34,Vehari,6,0
2017,August,8,31,Khanewal,4,0
2017,August,8,32,Khanewal,13,0
2017,August,8,33,Khanewal,13,0
2017,August,8,34,Khanewal,5,0
2017,August,8,31,Toba Tek Singh,4,0
2017,August,8,32,Toba Tek Singh,13,0
2017,August,8,33,Toba Tek Singh,11,0
2017,August,8,34,Toba Tek Singh,5,0
2017,August,8,31,Nankana Sahib,5,0
2017,August,8,32,Nankana Sahib,12,0
2017,August,8,33,Nankana Sahib,10,0
2017,August,8,34,Nankana Sahib,5,0
2017,August,8,31,Attock,4,0
2017,August,8,32,Attock,10,0
2017,August,8,33,Attock,10,0
2017,August,8,34,Attock,3,0
2017,August,8,31,Chakwal,3,0
2017,August,8,32,Chakwal,7,0
2017,August,8,33,Chakwal,7,0
2017,August,8,34,Chakwal,3,0
2017,August,8,31,Jhelum,3,0
2017,August,8,32,Jhelum,10,0
2017,August,8,33,Jhelum,8,0
2017,August,8,34,Jhelum,4,0
2017,August,8,31,Mianwali,4,0
2017,August,8,32,Mianwali,9,0
2017,August,8,33,Mianwali,8,0
2017,August,8,34,Mianwali,3,0
2017,August,8,31,D.G. Khan,5,0
2017,August,8,32,D.G. Khan,13,0
2017,August,8,33,D.G. Khan,13,0
2017,August,8,34,D.G. Khan,6,0
2017,August,8,31,Rajanpur,5,0
2017,August,8,32,Rajanpur,10,0
2017,August,8,33,Rajanpur,10,0
2017,August,8,34,Rajanpur,5,0
2017,August,8,31,Bahawalnagar,5,0
2017,August,8,32,Bahawalnagar,12,0
2017,August,8,33,Bahawalnagar,11,0
2017,August,8,34,Bahawalnagar,5,0
2017,September,9,36,Lahore,13,0
2017,September,9,37,Lahore,30,1
2017,September,9,38,Lahore,28,0
2017,September,9,39,Lahore,13,0
2017,September,9,36,Faisalabad,9,0
2017,September,9,37,Faisalabad,21,0
2017,September,9,38,Faisalabad,21,0
2017,September,9,39,Faisalabad,10,0
2017,September,9,36,Rawalpindi,8,0
2017,September,9,37,Rawalpindi,16,0
2017,September,9,38,Rawalpindi,17,0
2017,September,9,39,Rawalpindi,7,0
2017,September,9,36,Gujranwala,6,0
2017,September,9,37,Gujranwala,17,0
2017,September,9,38,Gujranwala,19,0
2017,September,9,39,Gujranwala,6,0
2017,September,9,36,Multan,6,0
2017,September,9,37,Multan,15,0
2017,September,9,38,Multan,15,0
2017,September,9,39,Multan,6,0
2017,September,9,36,Sheikhupura,6,0
2017,September,9,37,Sheikhupura,14,0
2017,September,9,38,Sheikhupura,14,0
2017,September,9,39,Sheikhupura,6,0
2017,September,9,36,Kasur,6,0
2017,September,9,37,Kasur,14,0
2017,September,9,38,Kasur,12,0
2017,September,9,39,Kasur,6,0
2017,September,9,36,Sialkot,6,0
2017,September,9,37,Sialkot,14,0
2017,September,9,38,Sialkot,14,0
2017,September,9,39,Sialkot,5,0
2017,September,9,36,Sargodha,4,0
2017,September,9,37,Sargodha,13,0
2017,September,9,38,Sargodha,11,0
2017,September,9,39,Sargodha,5,0
2017,September,9,36,Bahawalpur,4,0
2017,September,9,37,Bahawalpur,11,0
2017,September,9,38,Bahawalpur,12,0
2017,September,9,39,Bahawalpur,4,0
2017,September,9,36,Jhang,6,0
2017,September,9,37,Jhang,12,0
2017,September,9,38,Jhang,11,0
2017,September,9,39,Jhang,5,0
2017,September,9,36,Gujrat,4,0
2017,September,9,37,Gujrat,11,0
2017,September,9,38,Gujrat,11,0
2017,September,9,39,Gujrat,4,0
2017,September,9,36,Rahim Yar Khan,6,0
2017,September,9,37,Rahim Yar Khan,12,0
2017,September,9,38,Rahim Yar Khan,12,0
2017,September,9,39,Rahim Yar Khan,6,0
2017,September,9,36,Sahiwal,3,0
2017,September,9,37,Sahiwal,9,0
2017,September,9,38,Sahiwal,10,0
2017,September,9,39,Sahiwal,3,0
2017,September,9,36,Okara,4,0
2017,September,9,37,Okara,10,0
2017,September,9,38,Okara,9,0
2017,September,9,39,Okara,5,0
2017,September,9,36,Narowal,3,0
2017,September,9,37,Narowal,8,0
2017,September,9,38,Narowal,9,0
2017,September,9,39,Narowal,4,0
2017,September,9,36,Hafizabad,4,0
2017,September,9,37,Hafizabad,7,0
2017,September,9,38,Hafizabad,8,0
2017,September,9,39,Hafizabad,4,0
2017,September,9,36,Mandi Bahauddin,3,0
2017,September,9,37,Mandi Bahauddin,8,0
2017,September,9,38,Mandi Bahauddin,8,0
2017,September,9,39,Mandi Bahauddin,3,0
2017,September,9,36,Pakpattan,3,0
2017,September,9,37,Pakpattan,7,0
2017,September,9,38,Pakpattan,7,0
2017,September,9,39,Pakpattan,3,0
2017,September,9,36,Chiniot,3,0
2017,September,9,37,Chiniot,7,0
2017,September,9,38,Chiniot,8,0
2017,September,9,39,Chiniot,4,0
2017,September,9,36,Khushab,2,0
2017,September,9,37,Khushab,6,0
2017,September,9,38,Khushab,6,0
2017,September,9,39,Khushab,3,0
2017,September,9,36,Bhakkar,3,0
2017,September,9,37,Bhakkar,5,0
2017,September,9,38,Bhakkar,7,0
2017,September,9,39,Bhakkar,3,0
2017,September,9,36,Layyah,3,0
2017,September,9,37,Layyah,6,0
2017,September,9,38,Layyah,7,0
2017,September,9,39,Layyah,4,0
2017,September,9,36,Muzaffargarh,6,0
2017,September,9,37,Muzaffargarh,13,0
2017,September,9,38,Muzaffargarh,12,0
2017,September,9,39,Muzaffargarh,5,0
2017,September,9,36,Lodhran,3,0
2017,September,9,37,Lodhran,7,0
2017,September,9,38,Lodhran,8,0
2017,September,9,39,Lodhran,3,0
2017,September,9,36,Vehari,4,0
2017,September,9,37,Vehari,11,0
2017,September,9,38,Vehari,10,0
2017,September,9,39,Vehari,3,0
2017,September,9,36,Khanewal,4,0
2017,September,9,37,Khanewal,10,0
2017,September,9,38,Khanewal,9,0
2017,September,9,39,Khanewal,5,0
2017,September,9,36,Toba Tek Singh,4,0
2017,September,9,37,Toba Tek Singh,10,0
2017,September,9,38,Toba Tek Singh,8,0
2017,September,9,39,Toba Tek Singh,4,0
2017,September,9,36,Nankana Sahib,3,0
2017,September,9,37,Nankana Sahib,9,0
2017,September,9,38,Nankana Sahib,10,0
2017,September,9,39,Nankana Sahib,3,0
2017,September,9,36,Attock,3,0
2017,September,9,37,Attock,7,0
2017,September,9,38,Attock,7,0
2017,September,9,39,Attock,4,0
2017,September,9,36,Chakwal,2,0
2017,September,9,37,Chakwal,6,0
2017,September,9,38,Chakwal,5,0
2017,September,9,39,Chakwal,3,0
2017,September,9,36,Jhelum,3,0
2017,September,9,37,Jhelum,7,0
2017,September,9,38,Jhelum,7,0
2017,September,9,39,Jhelum,3,0
2017,September,9,36,Mianwali,3,0
2017,September,9,37,Mianwali,7,0
2017,September,9,38,Mianwali,6,0
2017,September,9,39,Mianwali,3,0
2017,September,9,36,D.G. Khan,5,0
2017,September,9,37,D.G. Khan,10,0
2017,September,9,38,D.G. Khan,10,0
2017,September,9,39,D.G. Khan,4,0
2017,September,9,36,Rajanpur,3,0
2017,September,9,37,Rajanpur,9,0
2017,September,9,38,Rajanpur,9,0
2017,September,9,39,Rajanpur,3,0
2017,September,9,36,Bahawalnagar,4,0
2017,September,9,37,Bahawalnagar,9,0
2017,September,9,38,Bahawalnagar,9,0
2017,September,9,39,Bahawalnagar,4,0
2017,October,10,40,Lahore,8,0
2017,October,10,41,Lahore,22,0
2017,October,10,42,Lahore,22,0
2017,October,10,43,Lahore,9,0
2017,October,10,40,Faisalabad,8,0
2017,October,10,41,Faisalabad,16,0
