year,month,month_num,epi_week,region,district,cases,deaths
2017,February,2,5,Punjab,Bahawalnagar,2,0
2017,February,2,6,Punjab,Bahawalnagar,2,0
2017,February,2,7,Punjab,Bahawalnagar,2,0
2017,February,2,8,Punjab,Bahawalnagar,1,0
2017,March,3,9,Punjab,Lahore,4,0
2017,March,3,10,Punjab,Lahore,5,0
2017,March,3,11,Punjab,Lahore,5,0
2017,March,3,12,Punjab,Lahore,3,0
2017,March,3,9,Punjab,Faisalabad,3,0
2017,March,3,10,Punjab,Faisalabad,3,0
2017,March,3,11,Punjab,Faisalabad,3,0
2017,March,3,12,Punjab,Faisalabad,3,0
2017,March,3,9,Punjab,Rawalpindi,2,0
2017,March,3,10,Punjab,Rawalpindi,3,0
2017,March,3,11,Punjab,Rawalpindi,3,0
2017,March,3,12,Punjab,Rawalpindi,2,0
2017,March,3,9,Punjab,Gujranwala,2,0
2017,March,3,10,Punjab,Gujranwala,3,0
2017,March,3,11,Punjab,Gujranwala,2,0
2017,March,3,12,Punjab,Gujranwala,2,0
2017,March,3,9,Punjab,Multan,2,0
2017,March,3,10,Punjab,Multan,3,0
2017,March,3,11,Punjab,Multan,2,0
2017,March,3,12,Punjab,Multan,2,0
2017,March,3,9,Punjab,Sheikhupura,2,0
2017,March,3,10,Punjab,Sheikhupura,2,0
2017,March,3,11,Punjab,Sheikhupura,2,0
2017,March,3,12,Punjab,Sheikhupura,2,0
2017,March,3,9,Punjab,Kasur,2,0
2017,March,3,10,Punjab,Kasur,2,0
2017,March,3,11,Punjab,Kasur,2,0
2017,March,3,12,Punjab,Kasur,1,0
2017,March,3,9,Punjab,Sialkot,2,0
2017,March,3,10,Punjab,Sialkot,2,0
2017,March,3,11,Punjab,Sialkot,2,0
2017,March,3,12,Punjab,Sialkot,2,0
2017,March,3,9,Punjab,Sargodha,2,0
2017,March,3,10,Punjab,Sargodha,2,0
2017,March,3,11,Punjab,Sargodha,2,0
2017,March,3,12,Punjab,Sargodha,1,0
2017,March,3,9,Punjab,Bahawalpur,1,0
2017,March,3,10,Punjab,Bahawalpur,2,0
2017,March,3,11,Punjab,Bahawalpur,2,0
2017,March,3,12,Punjab,Bahawalpur,1,0
2017,March,3,9,Punjab,Jhang,2,0
2017,March,3,10,Punjab,Jhang,2,0
2017,March,3,11,Punjab,Jhang,2,0
2017,March,3,12,Punjab,Jhang,1,0
2017,March,3,9,Punjab,Gujrat,1,0
2017,March,3,10,Punjab,Gujrat,2,0
2017,March,3,11,Punjab,Gujrat,2,0
2017,March,3,12,Punjab,Gujrat,1,0
2017,March,3,9,Punjab,Rahim Yar Khan,2,0
2017,March,3,10,Punjab,Rahim Yar Khan,2,0
2017,March,3,11,Punjab,Rahim Yar Khan,2,0
2017,March,3,12,Punjab,Rahim Yar Khan,1,0
2017,March,3,9,Punjab,Sahiwal,1,0
2017,March,3,10,Punjab,Sahiwal,2,0
2017,March,3,11,Punjab,Sahiwal,1,0
2017,March,3,12,Punjab,Sahiwal,1,0
2017,March,3,9,Punjab,Okara,1,0
2017,March,3,10,Punjab,Okara,2,0
2017,March,3,11,Punjab,Okara,1,0
2017,March,3,12,Punjab,Okara,1,0
2017,March,3,9,Punjab,Narowal,1,0
2017,March,3,10,Punjab,Narowal,2,0
2017,March,3,11,Punjab,Narowal,1,0
2017,March,3,12,Punjab,Narowal,1,0
2017,March,3,9,Punjab,Hafizabad,1,0
2017,March,3,10,Punjab,Hafizabad,2,0
2017,March,3,11,Punjab,Hafizabad,1,0
2017,March,3,12,Punjab,Hafizabad,1,0
2017,March,3,9,Punjab,Mandi Bahauddin,1,0
2017,March,3,10,Punjab,Mandi Bahauddin,1,0
2017,March,3,11,Punjab,Mandi Bahauddin,1,0
2017,March,3,12,Punjab,Mandi Bahauddin,1,0
2017,March,3,9,Punjab,Pakpattan,1,0
2017,March,3,10,Punjab,Pakpattan,1,0
2017,March,3,11,Punjab,Pakpattan,1,0
2017,March,3,12,Punjab,Pakpattan,1,0
2017,March,3,9,Punjab,Chiniot,1,0
2017,March,3,10,Punjab,Chiniot,2,0
2017,March,3,11,Punjab,Chiniot,1,0
2017,March,3,12,Punjab,Chiniot,1,0
2017,March,3,9,Punjab,Khushab,1,0
2017,March,3,10,Punjab,Khushab,1,0
2017,March,3,11,Punjab,Khushab,1,0
2017,March,3,12,Punjab,Khushab,0,0
2017,March,3,9,Punjab,Bhakkar,1,0
2017,March,3,10,Punjab,Bhakkar,1,0
2017,March,3,11,Punjab,Bhakkar,1,0
2017,March,3,12,Punjab,Bhakkar,1,0
2017,March,3,9,Punjab,Layyah,1,0
2017,March,3,10,Punjab,Layyah,1,0
2017,March,3,11,Punjab,Layyah,1,0
2017,March,3,12,Punjab,Layyah,0,0
2017,March,3,9,Punjab,Muzaffargarh,2,0
2017,March,3,10,Punjab,Muzaffargarh,2,0
2017,March,3,11,Punjab,Muzaffargarh,2,0
2017,March,3,12,Punjab,Muzaffargarh,2,0
2017,March,3,9,Punjab,Lodhran,1,0
2017,March,3,10,Punjab,Lodhran,1,0
2017,March,3,11,Punjab,Lodhran,1,0
2017,March,3,12,Punjab,Lodhran,1,0
2017,March,3,9,Punjab,Vehari,1,0
2017,March,3,10,Punjab,Vehari,2,0
2017,March,3,11,Punjab,Vehari,1,0
2017,March,3,12,Punjab,Vehari,1,0
2017,March,3,9,Punjab,Khanewal,1,0
2017,March,3,10,Punjab,Khanewal,2,0
2017,March,3,11,Punjab,Khanewal,2,0
2017,March,3,12,Punjab,Khanewal,1,0
2017,March,3,9,Punjab,Toba Tek Singh,1,0
2017,March,3,10,Punjab,Toba Tek Singh,2,0
2017,March,3,11,Punjab,Toba Tek Singh,1,0
2017,March,3,12,Punjab,Toba Tek Singh,1,0
2017,March,3,9,Punjab,Nankana Sahib,1,0
2017,March,3,10,Punjab,Nankana Sahib,2,0
2017,March,3,11,Punjab,Nankana Sahib,1,0
2017,March,3,12,Punjab,Nankana Sahib,1,0
2017,March,3,9,Punjab,Attock,1,0
2017,March,3,10,Punjab,Attock,1,0
2017,March,3,11,Punjab,Attock,1,0
2017,March,3,12,Punjab,Attock,1,0
2017,March,3,9,Punjab,Chakwal,1,0
2017,March,3,10,Punjab,Chakwal,1,0
2017,March,3,11,Punjab,Chakwal,1,0
2017,March,3,12,Punjab,Chakwal,1,0
2017,March,3,9,Punjab,Jhelum,1,0
2017,March,3,10,Punjab,Jhelum,1,0
2017,March,3,11,Punjab,Jhelum,1,0
2017,March,3,12,Punjab,Jhelum,1,0
2017,March,3,9,Punjab,Mianwali,1,0
2017,March,3,10,Punjab,Mianwali,1,0
2017,March,3,11,Punjab,Mianwali,1,0
2017,March,3,12,Punjab,Mianwali,0,0
2017,March,3,9,Punjab,D.G. Khan,1,0
2017,March,3,10,Punjab,D.G. Khan,2,0
2017,March,3,11,Punjab,D.G. Khan,2,0
2017,March,3,12,Punjab,D.G. Khan,1,0
2017,March,3,9,Punjab,Rajanpur,1,0
2017,March,3,10,Punjab,Rajanpur,2,0
2017,March,3,11,Punjab,Rajanpur,1,0
2017,March,3,12,Punjab,Rajanpur,1,0
2017,March,3,9,Punjab,Bahawalnagar,1,0
2017,March,3,10,Punjab,Bahawalnagar,2,0
2017,March,3,11,Punjab,Bahawalnagar,1,0
2017,March,3,12,Punjab,Bahawalnagar,1,0
2017,April,4,13,Punjab,Lahore,3,0
2017,April,4,14,Punjab,Lahore,4,0
2017,April,4,15,Punjab,Lahore,4,0
2017,April,4,16,Punjab,Lahore,3,0
2017,April,4,13,Punjab,Faisalabad,2,0
2017,April,4,14,Punjab,Faisalabad,3,0
2017,April,4,15,Punjab,Faisalabad,3,0
2017,April,4,16,Punjab,Faisalabad,2,0
2017,April,4,13,Punjab,Rawalpindi,2,0
2017,April,4,14,Punjab,Rawalpindi,2,0
2017,April,4,15,Punjab,Rawalpindi,2,0
2017,April,4,16,Punjab,Rawalpindi,2,0
2017,April,4,13,Punjab,Gujranwala,2,0
2017,April,4,14,Punjab,Gujranwala,2,0
2017,April,4,15,Punjab,Gujranwala,2,0
2017,April,4,16,Punjab,Gujranwala,1,0
2017,April,4,13,Punjab,Multan,2,0
2017,April,4,14,Punjab,Multan,2,0
2017,April,4,15,Punjab,Multan,2,0
2017,April,4,16,Punjab,Multan,1,0
2017,April,4,13,Punjab,Sheikhupura,2,0
2017,April,4,14,Punjab,Sheikhupura,2,0
2017,April,4,15,Punjab,Sheikhupura,2,0
2017,April,4,16,Punjab,Sheikhupura,1,0
2017,April,4,13,Punjab,Kasur,1,0
2017,April,4,14,Punjab,Kasur,2,0
2017,April,4,15,Punjab,Kasur,2,0
2017,April,4,16,Punjab,Kasur,1,0
2017,April,4,13,Punjab,Sialkot,2,0
2017,April,4,14,Punjab,Sialkot,2,0
2017,April,4,15,Punjab,Sialkot,2,0
2017,April,4,16,Punjab,Sialkot,1,0
2017,April,4,13,Punjab,Sargodha,1,0
2017,April,4,14,Punjab,Sargodha,2,0
2017,April,4,15,Punjab,Sargodha,1,0
2017,April,4,16,Punjab,Sargodha,1,0
2017,April,4,13,Punjab,Bahawalpur,1,0
2017,April,4,14,Punjab,Bahawalpur,2,0
2017,April,4,15,Punjab,Bahawalpur,1,0
2017,April,4,16,Punjab,Bahawalpur,1,0
2017,April,4,13,Punjab,Jhang,1,0
2017,April,4,14,Punjab,Jhang,2,0
2017,April,4,15,Punjab,Jhang,1,0
2017,April,4,16,Punjab,Jhang,1,0
2017,April,4,13,Punjab,Gujrat,1,0
2017,April,4,14,Punjab,Gujrat,2,0
2017,April,4,15,Punjab,Gujrat,1,0
2017,April,4,16,Punjab,Gujrat,1,0
2017,April,4,13,Punjab,Rahim Yar Khan,1,0
2017,April,4,14,Punjab,Rahim Yar Khan,2,0
2017,April,4,15,Punjab,Rahim Yar Khan,2,0
2017,April,4,16,Punjab,Rahim Yar Khan,1,0
2017,April,4,13,Punjab,Sahiwal,1,0
2017,April,4,14,Punjab,Sahiwal,1,0
2017,April,4,15,Punjab,Sahiwal,1,0
2017,April,4,16,Punjab,Sahiwal,1,0
2017,April,4,13,Punjab,Okara,1,0
2017,April,4,14,Punjab,Okara,2,0
2017,April,4,15,Punjab,Okara,1,0
2017,April,4,16,Punjab,Okara,1,0
2017,April,4,13,Punjab,Narowal,1,0
2017,April,4,14,Punjab,Narowal,1,0
2017,April,4,15,Punjab,Narowal,1,0
2017,April,4,16,Punjab,Narowal,1,0
2017,April,4,13,Punjab,Hafizabad,1,0
2017,April,4,14,Punjab,Hafizabad,1,0
2017,April,4,15,Punjab,Hafizabad,1,0
2017,April,4,16,Punjab,Hafizabad,1,0
2017,April,4,13,Punjab,Mandi Bahauddin,1,0
2017,April,4,14,Punjab,Mandi Bahauddin,1,0
2017,April,4,15,Punjab,Mandi Bahauddin,1,0
2017,April,4,16,Punjab,Mandi Bahauddin,0,0
2017,April,4,13,Punjab,Pakpattan,1,0
2017,April,4,14,Punjab,Pakpattan,1,0
2017,April,4,15,Punjab,Pakpattan,1,0
2017,April,4,16,Punjab,Pakpattan,0,0
2017,April,4,13,Punjab,Chiniot,1,0
2017,April,4,14,Punjab,Chiniot,1,0
2017,April,4,15,Punjab,Chiniot,1,0
2017,April,4,16,Punjab,Chiniot,1,0
2017,April,4,13,Punjab,Khushab,1,0
2017,April,4,14,Punjab,Khushab,1,0
2017,April,4,15,Punjab,Khushab,1,0
2017,April,4,16,Punjab,Khushab,0,0
2017,April,4,13,Punjab,Bhakkar,1,0
2017,April,4,14,Punjab,Bhakkar,1,0
2017,April,4,15,Punjab,Bhakkar,1,0
2017,April,4,16,Punjab,Bhakkar,0,0
2017,April,4,13,Punjab,Layyah,1,0
2017,April,4,14,Punjab,Layyah,1,0
2017,April,4,15,Punjab,Layyah,1,0
2017,April,4,16,Punjab,Layyah,0,0
2017,April,4,13,Punjab,Muzaffargarh,1,0
2017,April,4,14,Punjab,Muzaffargarh,2,0
2017,April,4,15,Punjab,Muzaffargarh,2,0
2017,April,4,16,Punjab,Muzaffargarh,1,0
2017,April,4,13,Punjab,Lodhran,1,0
2017,April,4,14,Punjab,Lodhran,1,0
2017,April,4,15,Punjab,Lodhran,1,0
2017,April,4,16,Punjab,Lodhran,0,0
2017,April,4,13,Punjab,Vehari,1,0
2017,April,4,14,Punjab,Vehari,2,0
2017,April,4,15,Punjab,Vehari,1,0
2017,April,4,16,Punjab,Vehari,1,0
2017,April,4,13,Punjab,Khanewal,1,0
2017,April,4,14,Punjab,Khanewal,1,0
2017,April,4,15,Punjab,Khanewal,1,0
2017,April,4,16,Punjab,Khanewal,1,0
2017,April,4,13,Punjab,Toba Tek Singh,1,0
2017,April,4,14,Punjab,Toba Tek Singh,2,0
2017,April,4,15,Punjab,Toba Tek Singh,1,0
2017,April,4,16,Punjab,Toba Tek Singh,1,0
2017,April,4,13,Punjab,Nankana Sahib,1,0
2017,April,4,14,Punjab,Nankana Sahib,1,0
2017,April,4,15,Punjab,Nankana Sahib,1,0
2017,April,4,16,Punjab,Nankana Sahib,1,0
2017,April,4,13,Punjab,Attock,1,0
2017,April,4,14,Punjab,Attock,1,0
2017,April,4,15,Punjab,Attock,1,0
2017,April,4,16,Punjab,Attock,0,0
2017,April,4,13,Punjab,Chakwal,1,0
2017,April,4,14,Punjab,Chakwal,1,0
2017,April,4,15,Punjab,Chakwal,1,0
2017,April,4,16,Punjab,Chakwal,0,0
2017,April,4,13,Punjab,Jhelum,1,0
2017,April,4,14,Punjab,Jhelum,1,0
2017,April,4,15,Punjab,Jhelum,1,0
2017,April,4,16,Punjab,Jhelum,0,0
2017,April,4,13,Punjab,Mianwali,1,0
2017,April,4,14,Punjab,Mianwali,1,0
2017,April,4,15,Punjab,Mianwali,1,0
2017,April,4,16,Punjab,Mianwali,0,0
2017,April,4,13,Punjab,D.G. Khan,1,0
2017,April,4,14,Punjab,D.G. Khan,2,0
2017,April,4,15,Punjab,D.G. Khan,1,0
2017,April,4,16,Punjab,D.G. Khan,1,0
2017,April,4,13,Punjab,Rajanpur,1,0
2017,April,4,14,Punjab,Rajanpur,1,0
2017,April,4,15,Punjab,Rajanpur,1,0
2017,April,4,16,Punjab,Rajanpur,1,0
2017,April,4,13,Punjab,Bahawalnagar,1,0
2017,April,4,14,Punjab,Bahawalnagar,1,0
2017,April,4,15,Punjab,Bahawalnagar,1,0
2017,April,4,16,Punjab,Bahawalnagar,1,0
2017,May,5,18,Punjab,Lahore,3,0
2017,May,5,19,Punjab,Lahore,5,0
2017,May,5,20,Punjab,Lahore,5,0
2017,May,5,21,Punjab,Lahore,3,0
2017,May,5,18,Punjab,Faisalabad,3,0
2017,May,5,19,Punjab,Faisalabad,3,0
2017,May,5,20,Punjab,Faisalabad,3,0
2017,May,5,21,Punjab,Faisalabad,3,0
2017,May,5,18,Punjab,Rawalpindi,2,0
2017,May,5,19,Punjab,Rawalpindi,3,0
2017,May,5,20,Punjab,Rawalpindi,2,0
2017,May,5,21,Punjab,Rawalpindi,2,0
2017,May,5,18,Punjab,Gujranwala,2,0
2017,May,5,19,Punjab,Gujranwala,3,0
2017,May,5,20,Punjab,Gujranwala,2,0
2017,May,5,21,Punjab,Gujranwala,2,0
2017,May,5,18,Punjab,Multan,2,0
2017,May,5,19,Punjab,Multan,2,0
2017,May,5,20,Punjab,Multan,2,0
2017,May,5,21,Punjab,Multan,2,0
2017,May,5,18,Punjab,Sheikhupura,2,0
2017,May,5,19,Punjab,Sheikhupura,2,0
2017,May,5,20,Punjab,Sheikhupura,2,0
2017,May,5,21,Punjab,Sheikhupura,2,0
2017,May,5,18,Punjab,Kasur,2,0
2017,May,5,19,Punjab,Kasur,2,0
2017,May,5,20,Punjab,Kasur,2,0
2017,May,5,21,Punjab,Kasur,1,0
2017,May,5,18,Punjab,Sialkot,2,0
2017,May,5,19,Punjab,Sialkot,2,0
2017,May,5,20,Punjab,Sialkot,2,0
2017,May,5,21,Punjab,Sialkot,1,0
2017,May,5,18,Punjab,Sargodha,2,0
2017,May,5,19,Punjab,Sargodha,2,0
2017,May,5,20,Punjab,Sargodha,2,0
2017,May,5,21,Punjab,Sargodha,1,0
2017,May,5,18,Punjab,Bahawalpur,1,0
2017,May,5,19,Punjab,Bahawalpur,2,0
2017,May,5,20,Punjab,Bahawalpur,2,0
2017,May,5,21,Punjab,Bahawalpur,1,0
2017,May,5,18,Punjab,Jhang,1,0
2017,May,5,19,Punjab,Jhang,2,0
2017,May,5,20,Punjab,Jhang,2,0
2017,May,5,21,Punjab,Jhang,1,0
2017,May,5,18,Punjab,Gujrat,1,0
2017,May,5,19,Punjab,Gujrat,2,0
2017,May,5,20,Punjab,Gujrat,2,0
2017,May,5,21,Punjab,Gujrat,1,0
2017,May,5,18,Punjab,Rahim Yar Khan,2,0
2017,May,5,19,Punjab,Rahim Yar Khan,2,1
2017,May,5,20,Punjab,Rahim Yar Khan,2,0
2017,May,5,21,Punjab,Rahim Yar Khan,1,0
2017,May,5,18,Punjab,Sahiwal,1,0
2017,May,5,19,Punjab,Sahiwal,1,0
2017,May,5,20,Punjab,Sahiwal,1,0
2017,May,5,21,Punjab,Sahiwal,1,0
2017,May,5,18,Punjab,Okara,1,0
2017,May,5,19,Punjab,Okara,2,0
2017,May,5,20,Punjab,Okara,2,0
2017,May,5,21,Punjab,Okara,1,0
2017,May,5,18,Punjab,Narowal,1,0
2017,May,5,19,Punjab,Narowal,1,0
2017,May,5,20,Punjab,Narowal,1,0
2017,May,5,21,Punjab,Narowal,1,0
2017,May,5,18,Punjab,Hafizabad,1,0
2017,May,5,19,Punjab,Hafizabad,2,0
2017,May,5,20,Punjab,Hafizabad,1,0
2017,May,5,21,Punjab,Hafizabad,1,0
2017,May,5,18,Punjab,Mandi Bahauddin,1,0
2017,May,5,19,Punjab,Mandi Bahauddin,1,0
2017,May,5,20,Punjab,Mandi Bahauddin,1,0
2017,May,5,21,Punjab,Mandi Bahauddin,1,0
2017,May,5,18,Punjab,Pakpattan,1,0
2017,May,5,19,Punjab,Pakpattan,1,0
2017,May,5,20,Punjab,Pakpattan,1,0
2017,May,5,21,Punjab,Pakpattan,1,0
2017,May,5,18,Punjab,Chiniot,1,0
2017,May,5,19,Punjab,Chiniot,1,0
2017,May,5,20,Punjab,Chiniot,1,0
2017,May,5,21,Punjab,Chiniot,1,0
2017,May,5,18,Punjab,Khushab,1,0
2017,May,5,19,Punjab,Khushab,1,0
2017,May,5,20,Punjab,Khushab,1,0
2017,May,5,21,Punjab,Khushab,0,0
2017,May,5,18,Punjab,Bhakkar,1,0
2017,May,5,19,Punjab,Bhakkar,1,0
2017,May,5,20,Punjab,Bhakkar,1,0
2017,May,5,21,Punjab,Bhakkar,1,0
2017,May,5,18,Punjab,Layyah,1,0
2017,May,5,19,Punjab,Layyah,1,0
2017,May,5,20,Punjab,Layyah,1,0
2017,May,5,21,Punjab,Layyah,0,0
2017,May,5,18,Punjab,Muzaffargarh,2,0
2017,May,5,19,Punjab,Muzaffargarh,2,0
2017,May,5,20,Punjab,Muzaffargarh,2,0
2017,May,5,21,Punjab,Muzaffargarh,1,0
2017,May,5,18,Punjab,Lodhran,1,0
2017,May,5,19,Punjab,Lodhran,1,0
2017,May,5,20,Punjab,Lodhran,1,0
2017,May,5,21,Punjab,Lodhran,1,0
2017,May,5,18,Punjab,Vehari,1,0
2017,May,5,19,Punjab,Vehari,2,0
2017,May,5,20,Punjab,Vehari,1,0
2017,May,5,21,Punjab,Vehari,1,0
2017,May,5,18,Punjab,Khanewal,1,0
2017,May,5,19,Punjab,Khanewal,2,0
2017,May,5,20,Punjab,Khanewal,2,0
2017,May,5,21,Punjab,Khanewal,1,0
2017,May,5,18,Punjab,Toba Tek Singh,1,0
2017,May,5,19,Punjab,Toba Tek Singh,2,0
2017,May,5,20,Punjab,Toba Tek Singh,1,0
2017,May,5,21,Punjab,Toba Tek Singh,1,0
2017,May,5,18,Punjab,Nankana Sahib,1,0
2017,May,5,19,Punjab,Nankana Sahib,2,0
2017,May,5,20,Punjab,Nankana Sahib,1,0
2017,May,5,21,Punjab,Nankana Sahib,1,0
2017,May,5,18,Punjab,Attock,1,0
2017,May,5,19,Punjab,Attock,1,0
2017,May,5,20,Punjab,Attock,1,0
2017,May,5,21,Punjab,Attock,1,0
2017,May,5,18,Punjab,Chakwal,1,0
2017,May,5,19,Punjab,Chakwal,1,0
2017,May,5,20,Punjab,Chakwal,1,0
2017,May,5,21,Punjab,Chakwal,0,0
2017,May,5,18,Punjab,Jhelum,1,0
2017,May,5,19,Punjab,Jhelum,1,0
2017,May,5,20,Punjab,Jhelum,1,0
2017,May,5,21,Punjab,Jhelum,0,0
2017,May,5,18,Punjab,Mianwali,1,0
2017,May,5,19,Punjab,Mianwali,1,0
2017,May,5,20,Punjab,Mianwali,1,0
2017,May,5,21,Punjab,Mianwali,1,0
2017,May,5,18,Punjab,D.G. Khan,1,0
2017,May,5,19,Punjab,D.G. Khan,2,0
2017,May,5,20,Punjab,D.G. Khan,2,0
2017,May,5,21,Punjab,D.G. Khan,1,0
2017,May,5,18,Punjab,Rajanpur,1,0
2017,May,5,19,Punjab,Rajanpur,1,0
2017,May,5,20,Punjab,Rajanpur,1,0
2017,May,5,21,Punjab,Rajanpur,1,0
2017,May,5,18,Punjab,Bahawalnagar,1,0
2017,May,5,19,Punjab,Bahawalnagar,2,0
2017,May,5,20,Punjab,Bahawalnagar,1,0
2017,May,5,21,Punjab,Bahawalnagar,1,0
2017,June,6,22,Punjab,Lahore,5,0
2017,June,6,23,Punjab,Lahore,6,0
2017,June,6,24,Punjab,Lahore,6,0
2017,June,6,25,Punjab,Lahore,5,0
2017,June,6,22,Punjab,Faisalabad,4,0
2017,June,6,23,Punjab,Faisalabad,4,0
2017,June,6,24,Punjab,Faisalabad,4,0
2017,June,6,25,Punjab,Faisalabad,4,0
2017,June,6,22,Punjab,Rawalpindi,3,0
2017,June,6,23,Punjab,Rawalpindi,4,1
2017,June,6,24,Punjab,Rawalpindi,3,0
2017,June,6,25,Punjab,Rawalpindi,3,0
2017,June,6,22,Punjab,Gujranwala,3,0
2017,June,6,23,Punjab,Gujranwala,4,0
2017,June,6,24,Punjab,Gujranwala,4,0
2017,June,6,25,Punjab,Gujranwala,2,0
2017,June,6,22,Punjab,Multan,2,0
2017,June,6,23,Punjab,Multan,4,0
2017,June,6,24,Punjab,Multan,3,0
2017,June,6,25,Punjab,Multan,2,0
2017,June,6,22,Punjab,Sheikhupura,2,0
2017,June,6,23,Punjab,Sheikhupura,3,0
2017,June,6,24,Punjab,Sheikhupura,3,0
2017,June,6,25,Punjab,Sheikhupura,2,0
2017,June,6,22,Punjab,Kasur,2,0
2017,June,6,23,Punjab,Kasur,3,0
2017,June,6,24,Punjab,Kasur,3,0
2017,June,6,25,Punjab,Kasur,2,0
2017,June,6,22,Punjab,Sialkot,3,0
2017,June,6,23,Punjab,Sialkot,3,0
2017,June,6,24,Punjab,Sialkot,3,0
2017,June,6,25,Punjab,Sialkot,2,0
2017,June,6,22,Punjab,Sargodha,2,0
2017,June,6,23,Punjab,Sargodha,2,0
2017,June,6,24,Punjab,Sargodha,2,0
2017,June,6,25,Punjab,Sargodha,2,0
2017,June,6,22,Punjab,Bahawalpur,2,0
2017,June,6,23,Punjab,Bahawalpur,2,0
2017,June,6,24,Punjab,Bahawalpur,2,0
2017,June,6,25,Punjab,Bahawalpur,2,0
2017,June,6,22,Punjab,Jhang,2,0
2017,June,6,23,Punjab,Jhang,3,0
2017,June,6,24,Punjab,Jhang,2,0
2017,June,6,25,Punjab,Jhang,2,0
2017,June,6,22,Punjab,Gujrat,2,0
2017,June,6,23,Punjab,Gujrat,2,0
2017,June,6,24,Punjab,Gujrat,2,0
2017,June,6,25,Punjab,Gujrat,2,0
2017,June,6,22,Punjab,Rahim Yar Khan,2,0
2017,June,6,23,Punjab,Rahim Yar Khan,3,1
2017,June,6,24,Punjab,Rahim Yar Khan,3,0
2017,June,6,25,Punjab,Rahim Yar Khan,2,0
2017,June,6,22,Punjab,Sahiwal,1,0
2017,June,6,23,Punjab,Sahiwal,2,0
2017,June,6,24,Punjab,Sahiwal,2,0
2017,June,6,25,Punjab,Sahiwal,1,0
2017,June,6,22,Punjab,Okara,2,0
2017,June,6,23,Punjab,Okara,2,0
2017,June,6,24,Punjab,Okara,2,0
2017,June,6,25,Punjab,Okara,2,0
2017,June,6,22,Punjab,Narowal,1,0
2017,June,6,23,Punjab,Narowal,2,0
2017,June,6,24,Punjab,Narowal,2,0
2017,June,6,25,Punjab,Narowal,1,0
2017,June,6,22,Punjab,Hafizabad,1,0
2017,June,6,23,Punjab,Hafizabad,2,0
2017,June,6,24,Punjab,Hafizabad,2,0
2017,June,6,25,Punjab,Hafizabad,1,0
2017,June,6,22,Punjab,Mandi Bahauddin,1,0
2017,June,6,23,Punjab,Mandi Bahauddin,2,0
2017,June,6,24,Punjab,Mandi Bahauddin,2,0
2017,June,6,25,Punjab,Mandi Bahauddin,1,0
2017,June,6,22,Punjab,Pakpattan,1,0
2017,June,6,23,Punjab,Pakpattan,2,0
2017,June,6,24,Punjab,Pakpattan,1,0
2017,June,6,25,Punjab,Pakpattan,1,0
2017,June,6,22,Punjab,Chiniot,1,0
2017,June,6,23,Punjab,Chiniot,2,0
2017,June,6,24,Punjab,Chiniot,2,0
2017,June,6,25,Punjab,Chiniot,1,0
2017,June,6,22,Punjab,Khushab,1,0
2017,June,6,23,Punjab,Khushab,1,0
2017,June,6,24,Punjab,Khushab,1,0
2017,June,6,25,Punjab,Khushab,1,0
2017,June,6,22,Punjab,Bhakkar,1,0
2017,June,6,23,Punjab,Bhakkar,2,0
2017,June,6,24,Punjab,Bhakkar,1,0
2017,June,6,25,Punjab,Bhakkar,1,0
2017,June,6,22,Punjab,Layyah,1,0
2017,June,6,23,Punjab,Layyah,2,0
2017,June,6,24,Punjab,Layyah,1,0
2017,June,6,25,Punjab,Layyah,1,0
2017,June,6,22,Punjab,Muzaffargarh,2,0
2017,June,6,23,Punjab,Muzaffargarh,3,0
2017,June,6,24,Punjab,Muzaffargarh,3,0
2017,June,6,25,Punjab,Muzaffargarh,2,0
2017,June,6,22,Punjab,Lodhran,1,0
2017,June,6,23,Punjab,Lodhran,2,0
2017,June,6,24,Punjab,Lodhran,1,0
2017,June,6,25,Punjab,Lodhran,1,0
2017,June,6,22,Punjab,Vehari,2,0
2017,June,6,23,Punjab,Vehari,2,0
2017,June,6,24,Punjab,Vehari,2,0
2017,June,6,25,Punjab,Vehari,1,0
2017,June,6,22,Punjab,Khanewal,2,0
2017,June,6,23,Punjab,Khanewal,2,0
2017,June,6,24,Punjab,Khanewal,2,0
2017,June,6,25,Punjab,Khanewal,2,0
2017,June,6,22,Punjab,Toba Tek Singh,2,0
2017,June,6,23,Punjab,Toba Tek Singh,2,1
2017,June,6,24,Punjab,Toba Tek Singh,2,0
2017,June,6,25,Punjab,Toba Tek Singh,1,0
2017,June,6,22,Punjab,Nankana Sahib,1,0
2017,June,6,23,Punjab,Nankana Sahib,2,0
2017,June,6,24,Punjab,Nankana Sahib,2,0
2017,June,6,25,Punjab,Nankana Sahib,1,0
2017,June,6,22,Punjab,Attock,1,0
2017,June,6,23,Punjab,Attock,2,0
2017,June,6,24,Punjab,Attock,2,0
2017,June,6,25,Punjab,Attock,1,0
2017,June,6,22,Punjab,Chakwal,1,0
2017,June,6,23,Punjab,Chakwal,1,0
2017,June,6,24,Punjab,Chakwal,1,0
2017,June,6,25,Punjab,Chakwal,1,0
2017,June,6,22,Punjab,Jhelum,1,0
2017,June,6,23,Punjab,Jhelum,2,0
2017,June,6,24,Punjab,Jhelum,1,0
2017,June,6,25,Punjab,Jhelum,1,0
2017,June,6,22,Punjab,Mianwali,1,0
2017,June,6,23,Punjab,Mianwali,2,0
